Run,Timestamp,Metric
1,2025-05-30T21:27:18,RTT = 1601μs
2,2025-05-30T21:27:19,RTT = 1920μs
3,2025-05-30T21:27:19,RTT = 1767μs
4,2025-05-30T21:27:19,RTT = 1597μs
5,2025-05-30T21:27:19,RTT = 1609μs
6,2025-05-30T21:27:19,RTT = 1565μs
7,2025-05-30T21:27:19,RTT = 3993μs
8,2025-05-30T21:27:19,RTT = 6116μs
9,2025-05-30T21:27:19,RTT = 1515μs
10,2025-05-30T21:27:19,RTT = 1653μs
