Run,Timestamp,Metric
1,2025-05-29T18:18:02,RTT = 4987μs
2,2025-05-29T18:18:05,RTT = 4872μs
3,2025-05-29T18:18:08,RTT = 1870μs
4,2025-05-29T18:18:11,RTT = 4842μs
5,2025-05-29T18:18:14,RTT = 3693μs
6,2025-05-29T18:18:17,RTT = 4831μs
7,2025-05-29T18:18:20,RTT = 4706μs
8,2025-05-29T18:18:23,RTT = 3729μs
9,2025-05-29T18:18:26,RTT = 4860μs
10,2025-05-29T18:18:29,RTT = 4898μs
